node_code;node_type;wlan_code;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;is_ap
STA_E13;1;E;5.5043;23.6684;3.6306;2;2;3;0
STA_E14;1;E;0.5043;23.0574;9.4938;2;2;3;0
STA_E15;1;E;7.1701;7.1625;7.9277;2;2;3;0
STA_E16;1;E;1.0042;8.6058;9.0473;2;2;3;0
STA_E17;1;E;9.2448;18.5144;9.3549;2;2;3;0
STA_E18;1;E;2.8896;16.7392;4.8816;2;2;3;0
STA_E19;1;E;7.4027;7.5729;4.7486;2;2;3;0
AP_F;0;F;18.75;15.0;5.7166;0;0;7;1
STA_F1;1;F;15.8822;6.0597;8.7885;0;0;7;0
STA_F2;1;F;17.4917;9.5533;6.9451;0;0;7;0
STA_F3;1;F;26.4485;17.3383;3.0416;0;0;7;0
STA_F4;1;F;17.9819;5.8676;9.9115;0;0;7;0
STA_F5;1;F;12.1823;21.8236;6.0699;0;0;7;0
STA_F6;1;F;28.3305;17.2211;6.6831;0;0;7;0
STA_F7;1;F;23.942;14.2734;4.6085;0;0;7;0
STA_F8;1;F;16.7896;24.0115;6.1057;0;0;7;0
STA_F9;1;F;26.741;18.1593;5.8559;0;0;7;0
STA_F10;1;F;24.8001;8.4087;8.6662;0;0;7;0
STA_F11;1;F;19.2848;5.0738;6.2815;0;0;7;0
STA_F12;1;F;26.111;18.8928;4.6778;0;0;7;0
STA_F13;1;F;26.971;14.3805;6.5171;0;0;7;0
AP_G;0;G;31.25;15.0;4.8564;0;0;7;1
STA_G1;1;G;23.7778;11.3901;4.8287;0;0;7;0
STA_G2;1;G;30.13;6.5317;4.93;0;0;7;0
STA_G3;1;G;32.0724;10.6808;9.1237;0;0;7;0
STA_G4;1;G;36.3355;19.281;9.8748;0;0;7;0
STA_G5;1;G;26.4662;6.2194;9.6289;0;0;7;0
STA_G6;1;G;33.7002;9.187;9.0461;0;0;7;0
STA_G7;1;G;22.6617;13.5999;8.0869;0;0;7;0
STA_G8;1;G;25.0398;8.9576;6.2292;0;0;7;0
STA_G9;1;G;29.5091;7.9307;7.0363;0;0;7;0
STA_G10;1;G;37.4764;12.6523;9.2003;0;0;7;0
STA_G11;1;G;31.7989;19.167;3.3141;0;0;7;0
STA_G12;1;G;22.6979;18.0029;5.7789;0;0;7;0
STA_G13;1;G;23.7069;15.6704;4.8743;0;0;7;0
STA_G14;1;G;33.7655;16.1953;9.4998;0;0;7;0
STA_G15;1;G;29.4967;22.9736;6.3427;0;0;7;0
STA_G16;1;G;36.4049;12.5196;7.8236;0;0;7;0
AP_H;0;H;43.75;15.0;9.4763;0;0;7;1
STA_H1;1;H;49.6127;11.0393;5.6234;0;0;7;0
STA_H2;1;H;50.7214;8.0736;6.2935;0;0;7;0
STA_H3;1;H;49.449;13.2841;8.7044;0;0;7;0
STA_H4;1;H;52.5364;18.4786;3.2771;0;0;7;0
STA_H5;1;H;46.79;12.3663;8.6474;0;0;7;0
STA_H6;1;H;39.8514;23.6099;9.9385;0;0;7;0
STA_H7;1;H;52.3719;9.9357;4.5148;0;0;7;0
STA_H8;1;H;35.3993;16.3244;5.4665;0;0;7;0
STA_H9;1;H;40.6946;7.1493;8.4317;0;0;7;0
STA_H10;1;H;42.0907;10.6101;9.2836;0;0;7;0
STA_H11;1;H;47.1592;11.1834;3.3128;0;0;7;0
STA_H12;1;H;46.7016;16.751;7.4435;0;0;7;0
STA_H13;1;H;47.4778;16.392;9.0133;0;0;7;0
STA_H14;1;H;34.5495;11.5736;3.7104;0;0;7;0
STA_H15;1;H;50.0078;7.9529;7.6993;0;0;7;0
STA_H16;1;H;35.1359;15.6292;3.7093;0;0;7;0
